도시,장소명(한국어),장소명(영문),분류,위도,경도,UNESCO,한국관광100선,권장체류(분),운영시간,설명
충주,활옥동굴,Hwarok Cave,테마파크·액티비티,36.991,127.888,,,70,09:00–18:00 · 유료,활석 광산을 고친 동굴. 지하 호수에서 카약을 탄다.
충주,충주 라이트월드,Chungju Light World,테마파크·액티비티,36.988,127.892,,,80,일몰 후 개장 · 유료,야간 조명 테마파크. 호수 옆 산책 코스와 이어진다.
대구,서문시장,Seomun Market,로컬·먹거리,35.86889,128.58079,,Y,70,09:00–19:00 · 야시장 19:00–23:30,조선 3대 시장에서 이어진 대구 최대 시장. 저녁에는 야시장이 선다.
대구,동성로,Dongseong-ro,로컬·먹거리,35.87082,128.59554,,,80,상시 · 상점별 상이,대구 도심 최대 번화가. 대구역과 반월당 사이를 걷는다.
대구,김광석다시그리기길,Kim Kwang-seok Road,테마파크·액티비티,35.85997,128.60663,,,60,상시 개방 · 무료,가수 김광석을 기린 벽화 골목. 방천시장과 붙어 있다.
대구,앞산전망대,Apsan Observatory,힐링·생태,35.82433,128.58709,,,90,케이블카 10:30–일몰 후 · 유료,케이블카로 오르는 전망대. 대구 분지가 한눈에 들어온다.
대구,이월드 83타워,E-World & 83 Tower,테마파크·액티비티,35.85331,128.56657,,,150,10:00–22:00 · 유료,두류공원 안 놀이공원과 전망탑. 야간 조명이 알려져 있다.
대구,팔공산 동화사,Donghwasa Temple,역사·문화,35.99291,128.704,,,90,08:00–18:00 · 무료,신라 때 세운 절. 통일약사여래대불이 서 있다.
대구,국립대구박물관,Daegu National Museum,역사·문화,35.84561,128.63792,,,80,10:00–18:00 · 월 휴관 · 무료,대구·경북 유물을 모은 국립박물관.
대구,수성못,Suseong Lake,힐링·생태,35.82764,128.61772,,,60,상시 개방 · 무료,오리배와 음악분수가 있는 도심 호수. 카페가 둘러싼다.
전주,전주한옥마을,Jeonju Hanok Village,역사·문화,35.81754,127.15204,,Y,120,상시 · 시설별 상이,한옥 700여 채가 모인 마을. 골목마다 공방과 찻집이 있다.
전주,경기전,Gyeonggijeon Shrine,역사·문화,35.81535,127.14979,,,60,09:00–19:00 · 유료,태조 이성계의 어진을 모신 사당. 대숲길이 이어진다.
전주,전동성당,Jeondong Catholic Church,역사·문화,35.81336,127.14926,,,40,09:00–17:00 · 무료,1914년 벽돌 로마네스크 성당. 한옥마을 입구에 있다.
전주,자만벽화마을,Jaman Mural Village,테마파크·액티비티,35.81422,127.15721,,,50,상시 개방 · 무료,오목대 뒤 언덕의 벽화 골목. 마을에서 한옥마을이 내려다보인다.
전주,남부시장,Nambu Market,로컬·먹거리,35.81269,127.14686,,,70,06:00–20:00 · 야시장 금·토,콩나물국밥과 청년몰로 알려진 전주 대표 시장.
전주,오목대,Omokdae,역사·문화,35.81439,127.1546,,,40,상시 개방 · 무료,이성계가 승전 잔치를 벌였다는 언덕. 한옥 지붕이 펼쳐진다.
전주,전주향교,Jeonju Hyanggyo,역사·문화,35.81262,127.15723,,,50,09:00–18:00 · 무료,조선 향교. 가을에는 400년 은행나무가 노랗게 물든다.
전주,덕진공원,Deokjin Park,힐링·생태,35.84757,127.12189,,,60,상시 개방 · 무료,연꽃으로 이름난 호수 공원. 여름에 연지가 가득 찬다.
강릉,경포해변,Gyeongpo Beach,해양·자연,37.80549,128.90783,,,80,상시 개방 · 해수욕 7–8월,동해안 대표 백사장. 소나무숲과 경포호가 뒤에 있다.
강릉,강릉중앙시장,Gangneung Jungang Market,로컬·먹거리,37.75399,128.89861,,,60,08:00–20:00 · 점포별 상이,닭강정과 수제어묵으로 붐비는 시내 시장.
강릉,안목해변 커피거리,Anmok Coffee Street,로컬·먹거리,37.77316,128.94727,,,70,상시 · 카페별 상이,바다를 마주한 카페 거리. 강릉 커피 문화의 출발점이다.
강릉,오죽헌,Ojukheon,역사·문화,37.77924,128.87752,,,70,09:00–18:00 · 유료,신사임당과 율곡 이이가 태어난 집. 검은 대나무가 자란다.
강릉,정동진,Jeongdongjin,해양·자연,37.69188,129.02139,,,60,상시 개방 · 무료,바다에 가장 가까운 기차역. 일출 명소로 알려져 있다.
강릉,선교장,Seongyojang House,역사·문화,37.78654,128.88512,,,60,09:00–18:00 · 유료,300년 된 사대부 저택. 연못 위 활래정이 있다.
강릉,주문진항,Jumunjin Port,로컬·먹거리,37.89206,128.82989,,,60,수산시장 06:00–20:00,활어시장과 건어물 좌판이 늘어선 항구.
강릉,경포호,Gyeongpo Lake,힐링·생태,37.7967,128.90205,,,60,상시 개방 · 무료,해변 뒤 석호. 둘레 4.3km 산책로가 돈다.
여수,오동도,Odongdo,해양·자연,34.74467,127.7665,,,80,상시 개방 · 동백열차 유료,방파제로 이어진 섬. 동백나무 숲과 등대가 있다.
여수,향일암,Hyangiram Hermitage,역사·문화,34.59162,127.80393,,,90,07:00–19:00 · 유료,금오산 절벽에 앉은 암자. 남해 일출로 알려져 있다.
여수,여수해상케이블카,Yeosu Maritime Cable Car,테마파크·액티비티,34.73056,127.74157,,,70,09:30–21:30 · 유료,돌산과 자산공원을 잇는 해상 케이블카.
여수,이순신광장,Yi Sun-sin Square,역사·문화,34.73951,127.73601,,,40,상시 개방 · 무료,거북선 모형이 선 광장. 밤바다 산책의 시작점이다.
여수,진남관,Jinnamgwan,역사·문화,34.74192,127.73661,,,50,09:00–18:00 · 무료,임진왜란 수군 본영 자리의 객사. 국보로 지정돼 있다.
여수,돌산공원,Dolsan Park,힐링·생태,34.73046,127.73966,,,50,상시 개방 · 무료,거북선대교와 여수항 야경이 내려다보이는 공원.
여수,낭만포차거리,Nangman Pojang Street,로컬·먹거리,34.73641,127.74933,,,70,19:00–01:00 (계절별 상이),밤바다를 따라 늘어선 포장마차 거리.
여수,여수해양공원,Yeosu Maritime Park,힐링·생태,34.73841,127.74491,,,50,상시 개방 · 무료,항구를 따라 난 해안 공원. 밤바다 노래의 무대다.
통영,동피랑벽화마을,Dongpirang Mural Village,테마파크·액티비티,34.84564,128.42761,,,60,상시 개방 · 무료,강구안이 내려다보이는 언덕 벽화마을.
통영,통영중앙시장,Tongyeong Jungang Market,로컬·먹거리,34.84528,128.42464,,,60,06:00–20:00 · 점포별 상이,"활어와 충무김밥, 꿀빵이 모인 항구 시장."
통영,한려수도 조망케이블카,Hallyeosudo Cable Car,테마파크·액티비티,34.82643,128.42542,,,90,09:30–17:00 · 유료 · 기상 휴업,미륵산 정상으로 오르는 케이블카. 한려수도가 펼쳐진다.
통영,이순신공원,Yi Sun-sin Park,힐링·생태,34.84381,128.4429,,,60,상시 개방 · 무료,한산대첩 해역을 마주한 해안 공원.
통영,달아공원,Dara Park,해양·자연,34.76915,128.39958,,,50,상시 개방 · 무료,다도해 일몰로 알려진 전망 공원.
통영,삼도수군통제영,Tongjeyeong Naval HQ,역사·문화,34.84755,128.42315,,,70,09:00–18:00 · 유료,조선 수군 총사령부. 세병관이 국보로 남아 있다.
통영,통영해저터널,Tongyeong Undersea Tunnel,역사·문화,34.83615,128.41149,,,40,상시 개방 · 무료,1932년에 뚫린 동양 최초의 해저 터널.
통영,강구안,Gangguan,힐링·생태,34.84842,128.42404,,,50,상시 개방 · 무료,어선이 드나드는 도심 포구. 거북선 모형이 떠 있다.
속초,속초관광수산시장,Sokcho Tourist & Fishery Market,로컬·먹거리,38.20445,128.59015,,Y,70,08:00–21:00 · 점포별 상이,닭강정과 오징어순대로 붐비는 시장.
속초,영금정,Yeonggeumjeong,해양·자연,38.21184,128.60145,,,40,상시 개방 · 무료,파도가 바위에 부딪히는 정자 전망대. 일출 자리로 알려져 있다.
속초,아바이마을,Abai Village,역사·문화,38.20068,128.59474,,,60,상시 · 갯배 05:00–23:00,실향민이 이룬 마을. 갯배를 타고 건넌다.
속초,속초해수욕장,Sokcho Beach,해양·자연,38.19058,128.60354,,,70,상시 개방 · 해수욕 7–8월,시내와 붙은 백사장. 설악산 능선이 배경이다.
속초,설악산 소공원,Seoraksan Sogongwon,힐링·생태,38.17296,128.49251,,,180,05:00–일몰 · 유료 · 케이블카 별도,설악산 북쪽 입구. 권금성 케이블카와 신흥사가 있다.
속초,청초호수공원,Cheongchoho Park,힐링·생태,38.19585,128.58242,,,50,상시 개방 · 무료,석호를 두른 공원. 엑스포타워 전망대가 있다.
속초,대포항,Daepo Port,로컬·먹거리,38.17546,128.60679,,,60,수산시장 08:00–21:00,활어회와 튀김이 유명한 항구.
속초,외옹치 바다향기로,Oeongchi Seaside Trail,해양·자연,38.1794,128.61173,,,60,06:00–20:00 · 무료,군 경계 철책을 걷어낸 해안 데크길.
철원,고석정,Goseokjeong,힐링·생태,38.18524,127.28796,,,60,09:00–18:00 · 무료,한탄강 협곡의 기암과 정자. 래프팅 출발점이다.
철원,한탄강 물윗길,Hantan River Water Trail,테마파크·액티비티,38.20577,127.26989,,,120,11월–3월 개방 · 유료,강 위에 띄운 부교를 걷는 겨울 코스.
철원,철원 노동당사,Cheorwon Workers Party HQ,역사·문화,38.25517,127.20197,,,40,상시 개방 · 무료,분단 전 지어진 건물 골조가 남은 근대 유적.
철원,제2땅굴,Second Infiltration Tunnel,역사·문화,38.30969,127.3116,,,60,09:00–16:00 · 안보관광 예약,1975년 발견된 남침용 땅굴. 안보관광으로 들어간다.
철원,철원평화전망대,Cheorwon Peace Observatory,힐링·생태,38.30919,127.25132,,,60,09:00–16:30 · 유료,비무장지대와 철원평야가 보이는 전망대.
철원,삼부연폭포,Sambuyeon Falls,힐링·생태,38.14011,127.32766,,,40,상시 개방 · 무료,바위벽을 세 단으로 떨어지는 폭포.
철원,직탕폭포,Jiktang Falls,힐링·생태,38.20971,127.26648,,,40,상시 개방 · 무료,한탄강을 가로지르는 넓고 낮은 폭포.
철원,한탄강 은하수교,Hantan River Sky Bridge,테마파크·액티비티,38.20076,127.27825,,,50,09:00–18:00 · 무료,협곡을 건너는 보행 현수교.
안동,안동하회마을,Hahoe Folk Village,역사·문화,36.53903,128.51764,Y,Y,120,09:00–18:00 · 유료,낙동강이 감아 도는 씨족 마을. 유네스코 세계유산이다.
안동,부용대,Buyongdae,힐링·생태,36.54291,128.51662,,,50,상시 개방 · 무료,하회마을이 한눈에 보이는 절벽.
안동,월영교,Woryeonggyo Bridge,힐링·생태,36.57666,128.76089,,,50,상시 개방 · 야간 조명,안동호를 건너는 목책교. 밤에 조명이 켜진다.
안동,도산서원,Dosan Seowon,역사·문화,36.7271,128.8432,Y,,80,09:00–18:00 · 유료,퇴계 이황이 세운 서원. 유네스코 세계유산이다.
안동,안동구시장 찜닭골목,Andong Jjimdak Alley,로컬·먹거리,36.5655,128.72801,,,60,10:00–21:00 · 점포별 상이,안동찜닭 가게가 모인 골목.
안동,병산서원,Byeongsan Seowon,역사·문화,36.54049,128.55265,Y,,70,09:00–18:00 · 무료,만대루에서 강과 병산이 액자처럼 보이는 서원.
안동,안동민속촌,Andong Folk Village,역사·문화,36.57699,128.76511,,,60,상시 개방 · 무료,수몰 마을에서 옮겨 온 민가와 정자.
안동,임청각,Imcheonggak,역사·문화,36.56514,128.74475,,,50,09:00–18:00 · 무료,독립운동가 이상룡의 생가. 99칸 고택이다.
인천,인천 차이나타운,Incheon Chinatown,로컬·먹거리,37.47559,126.61788,,Y,70,상시 · 상점별 상이,짜장면의 시작점으로 알려진 화교 거리.
인천,송월동 동화마을,Songwol Fairy Tale Village,테마파크·액티비티,37.47766,126.62058,,,50,상시 개방 · 무료,동화 벽화로 채운 골목 마을.
인천,월미도,Wolmido,힐링·생태,37.4754,126.59781,,,90,상시 · 놀이시설 별도,문화의거리와 놀이공원이 있는 섬. 유람선이 뜬다.
인천,인천 개항장 거리,Open Port Street,역사·문화,37.47343,126.62115,,,70,상시 개방 · 무료,옛 영사관과 은행 건물이 남은 근대 거리.
인천,소래포구,Sorae Port,로컬·먹거리,37.39787,126.73927,,,70,수산시장 08:00–21:00,새우와 꽃게로 알려진 어시장. 옛 철교가 남아 있다.
인천,송도 센트럴파크,Songdo Central Park,힐링·생태,37.39349,126.63486,,Y,70,상시 개방 · 무료,해수를 끌어들인 도심 수변공원. 수상택시가 다닌다.
인천,강화 고인돌 유적,Ganghwa Dolmen Site,역사·문화,37.7065,126.4434,Y,,60,상시 개방 · 무료,청동기 고인돌군. 유네스코 세계유산이다.
인천,을왕리해수욕장,Eurwangni Beach,해양·자연,37.44773,126.3725,,,80,상시 개방 · 해수욕 7–8월,영종도 서쪽 해변. 일몰과 조개구이로 알려져 있다.
인천,인천대공원,Incheon Grand Park,힐링·생태,37.45924,126.75222,,,90,05:00–23:00 · 무료,수목원과 호수를 둔 대형 공원. 봄에는 벚꽃길이 이어진다.
인천,자유공원,Jayu Park,역사·문화,37.47508,126.62202,,,50,상시 개방 · 무료,1888년에 연 한국 최초의 서구식 공원. 항구가 내려다보인다.
인천,인천상륙작전기념관,Incheon Landing Memorial,역사·문화,37.41961,126.65426,,,70,09:00–18:00 · 월 휴관 · 무료,1950년 상륙작전을 기록한 기념관. 야외에 장비가 전시된다.
인천,강화 전등사,Jeondeungsa Temple,역사·문화,37.63179,126.48455,,,80,08:00–18:30 · 유료,삼랑성 안에 자리한 절. 한국에서 가장 오래된 사찰로 꼽힌다.
인천,강화 마니산,Manisan,힐링·생태,37.70998,126.45076,,,180,09:00–17:00 입산 · 유료,단군이 제를 올렸다는 참성단이 있는 산.
인천,강화 광성보,Gwangseongbo Fort,역사·문화,37.66494,126.53009,,,60,09:00–18:00 · 유료,신미양요의 격전지. 돈대와 성벽이 해안을 따라 남아 있다.
인천,정서진,Jeongseojin,해양·자연,37.55689,126.60486,,,50,상시 개방 · 무료,정동진과 마주 보는 서해 일몰 지점. 아라뱃길 끝에 있다.
인천,배다리 헌책방거리,Baedari Old Book Street,테마파크·액티비티,37.47252,126.63649,,,50,10:00–19:00 · 점포별 상이,오래된 헌책방이 줄지어 남은 골목.
인천,신포국제시장,Sinpo Market,로컬·먹거리,37.47139,126.62721,,,60,09:00–21:00 · 점포별 상이,닭강정과 공갈빵으로 알려진 개항기 시장.
인천,인천 아트플랫폼,Incheon Art Platform,테마파크·액티비티,37.47314,126.61932,,,60,11:00–18:00 · 월 휴관 · 무료,근대 창고를 고친 복합 예술공간.
인천,수도국산달동네박물관,Daldongne Museum,역사·문화,37.47792,126.63925,,,50,09:00–18:00 · 월 휴관 · 유료,1960–70년대 산동네 살림을 재현한 박물관.
인천,영종도 구읍뱃터,Yeongjong Guyeop Ferry Pier,해양·자연,37.49254,126.5809,,,50,상시 · 카페별 상이,월미도행 배가 뜨는 옛 선착장. 노을 카페가 늘어선다.
인천,무의도 하나개해수욕장,Hanagae Beach,해양·자연,37.38465,126.40927,,,90,상시 개방 · 해수욕 7–8월,무의대교로 이어진 섬 해변. 갯벌 체험을 한다.
인천,청라호수공원,Cheongna Lake Park,힐링·생태,37.52797,126.63438,,,60,상시 개방 · 무료,신도시 한가운데의 호수 공원. 음악분수가 선다.
진주,진주성,Jinjuseong Fortress,역사·문화,35.18902,128.078,,Y,80,05:00–23:00 · 유료,임진왜란 진주대첩의 성. 남강을 따라 성벽이 돈다.
진주,촉석루,Chokseongnu,역사·문화,35.18944,128.08186,,,40,09:00–18:00 · 성 입장료 포함,남강 절벽 위의 누각. 논개의 의암이 아래에 있다.
진주,진주 남강,Nam River,힐링·생태,35.18203,128.0932,,,50,상시 개방 · 유등축제 10월,유등축제가 열리는 강변. 밤에 등이 뜬다.
진주,국립진주박물관,Jinju National Museum,역사·문화,35.1889,128.07694,,,70,09:00–18:00 · 월 휴관 · 무료,임진왜란사를 다룬 국립박물관. 성 안에 있다.
진주,진주중앙시장,Jinju Jungang Market,로컬·먹거리,35.19431,128.08521,,,60,08:00–20:00 · 점포별 상이,진주냉면과 비빔밥으로 알려진 도심 시장.
진주,월아산 숲속의 진주,Wolasan Forest Park,힐링·생태,35.19991,128.1942,,,80,09:00–18:00 · 무료,편백숲과 전망대를 둔 산림공원.
순천,순천만습지,Suncheonman Wetland,힐링·생태,34.88597,127.50903,,Y,100,08:00–일몰 · 유료,세계 5대 연안습지. 갈대밭과 철새가 있다.
순천,순천만국가정원,Suncheonman National Garden,힐링·생태,34.92844,127.49827,,Y,120,09:00–19:00 · 유료,국가정원 1호. 세계 정원과 호수정원이 있다.
순천,낙안읍성,Naganeupseong Folk Village,역사·문화,34.9073,127.34113,,,80,09:00–18:00 · 유료,조선 읍성이 마을째 남은 곳. 아직 주민이 산다.
순천,선암사,Seonamsa Temple,역사·문화,34.99605,127.33048,Y,,80,08:00–18:00 · 유료,조계산 태고종 본산. 승선교 무지개다리가 있다.
순천,순천 드라마촬영장,Suncheon Drama Film Set,테마파크·액티비티,34.957,127.5376,,,70,09:00–18:00 · 유료,1960–80년대 거리를 재현한 세트장.
순천,와온해변,Waon Beach,해양·자연,34.8464,127.52538,,,50,상시 개방 · 무료,순천만 서쪽의 갯벌 해변. 일몰로 알려져 있다.
목포,목포근대역사관,Mokpo Modern History Museum,역사·문화,34.78757,126.38209,,Y,60,09:00–18:00 · 월 휴관 · 유료,옛 일본영사관 건물을 쓴 역사관.
목포,유달산,Yudalsan,힐링·생태,34.792,126.37257,,,90,상시 개방 · 무료,목포 시내와 다도해가 보이는 바위산.
목포,목포해상케이블카,Mokpo Marine Cable Car,테마파크·액티비티,34.79862,126.36827,,Y,80,09:00–20:00 · 유료,유달산과 고하도를 잇는 국내 최장 해상 케이블카.
목포,갓바위,Gatbawi Rock,해양·자연,34.79213,126.42576,,,50,상시 개방 · 무료,풍화로 갓 모양이 된 천연기념물 바위.
목포,국립해양유물전시관,National Maritime Museum,역사·문화,34.79286,126.42281,,,80,09:00–18:00 · 월 휴관 · 무료,신안 해저 유물과 고선박을 전시한다.
